16185096 | Dunstable Civic Trust | N/a | 2012 | David E Tully | C/o David Tully 1070 Main Street |  | Dunstable | Ma
20260431 | Sigma Beta Fraternity Inc | N/a | 2014 | Robert Webster | 26 Madbury Road |  | Durham | Nh
20277028 | Educational Opportunities Fund | N/a | 2014 | Sarah Herman | 1 World Way |  | Windsor | Nh
20327491 | New England Art Education Conference Inc | None | 2010 | John Michael Gray | P O Box 171297 |  | Boston | Ma
20336792 | Heidelberg Lodge 92 | None | 2013 | Charles Hafner | 235 Main Street Po Box 823 |  | New London | Nh
20358726 | Manchester Crimeline Inc | N/a | 2014 | Judy Breen | 839 Hanover Street |  | Manchester | Nh
20453941 | 21st Century Learning Community Corp Olbricht Storniolo Group Llc | N/a | 2012 | Joel C Olbricht | 6 Mary E Clark Drive No 6 |  | Hampstead | Nh
20471482 | National Federation Of Hypnotists 104 Local Federa | N/a | 2014 | Sharon Morris | 11 Penacook Terrace |  | Merrimack | Nh
20481483 | Rye Education Foundation | N/a | 2013 | Donald L Catino | Po Box 838 |  | Rye | Nh
20510580 | Moore Realty Inc | N/a | 2013 | Janet Bamberg | 195 Mcgregor St Suite 400 |  | Manchester | Nh
20517778 | Manchester Association Police Supervisor | N/a | 2014 | Richard Brennan | 816 Elm Street No 186 |  | Manchester | Nh
20527421 | Journeys In Education Realty Corp | N/a | 2014 | David H Blair | 26 Main Street |  | Peterborough | Nh
20543228 | Casa Of The Ogeechee Judicial Circuit Inc | N/a | 2011 | Lainie Jenkins | 515 Denmark Street |  | Statesboro | Ga
20578604 | Ramsey Pba Local 155 Civic Association Inc | N/a | 2014 | Jaclyn Morris | Po Box 92 |  | Ramsey | Nj
20585416 | The Thomas E Van Wagner Foundation On Alcoholism Inc | N/a | 2014 | Thomas Van Wagner | C/o Paul Pombo 968 Thompson Dr |  | Bay Shore | Ny
20586583 | The Twin Falls Municipal Band Inc C/o Sandy Hacking | N/a | 2013 | Sandy Hacking | 1076 Parkway Drive |  | Twin Falls | Id
20613809 | Sugar Land Police Officers Association | N/a | 2014 | Lauren Stockholm | Po Box 1561 |  | Sugar Land | Tx
20653305 | Bird City Community Club | None | 2014 | Carol Partch | 1345 N Rd 28 |  | Bird City | Ks
20653972 | Holden Association Of Firefighters | N/a | 2013 | Barry Tupper | P O Box 190 |  | Holden | Ma
20674636 | Patrick Surtain Foundation | N/a | 2013 | Patrick Surtain | 380 Sweet Bay Avenue |  | Plantation | Fl
20726710 | Georgia Equestrian Foundation Inc | N/a | 2014 | David J Gower | 825 Ebenezer Road |  | Roswell | Ga
20736675 | Council For American Ireland Relations Inc | N/a | 2013 | Michael Carroll -vice-chairman | C/o M Carroll 52 Duane St-5th Flr |  | New York | Ny
20737682 | Port Chester-rye Brook League For Retarded Citizens C/o A Sudol | None | 2014 | Antoinette Sudol | 494 Franklin St |  | Port Chester | Ny
20753985 | The April House | N/a | 2010 | April Moore | 724 Anderson Street |  | Belton | Sc
20792665 | Free Clinic Of Fulton County | N/a | 2014 | Dr Tony Uribes | P O Box 173 |  | Wauseon | Oh
26046430 | Littleton Area Historical Society | N/a | 2014 | Wayne Ruggles | Po Box 142 |  | Littleton | Nh
30195334 | Valley Health Center Inc | N/a | 2014 | Sonya Sweet | 720 Village Road |  | East Corinth | Vt
30346266 | Friends Of The Charlotte Library Inc | N/a | 2013 | Beth Merritt | Po Box 344 |  | Charlotte | Vt
30383193 | Nj Transit Police Civic Association Inc | N/a | 2014 | Charles Phillips - President | Po Box 1082 |  | Rahway | Nj
30383501 | Community Al Corporation Co Michael Robare | N/a | 2014 | Michael Robare | 142 Mechanic Street |  | Watertown | Ny
30389431 | Stop The Violence Coalition Inc | N/a | 2014 | Rev Arron Moore | 400 Hillcrest Avenue |  | Wilmington | De
30397882 | Pee Dee Horsemans Association | N/a | 2014 | Kathy Jamison | 187 Warley Street |  | Florence | Sc
30431989 | Hip Hop Research And Education Fund Inc C/o Rush Communications Of Nyc Inc | N/a | 2011 | Russell Simmons | 512 Seventh Avenue No Fl 43 |  | New York | Ny
30455873 | South Central Education Association Building Corporation | N/a | 2013 | Sarah Connor | 135 3rd Avenue |  | Baraboo | Wi
30467021 | Kwest Ministries | None | 2013 | Roger L Werking | 2166 Stoneside Drive |  | Hilliard | Oh
30469146 | Community Wholeness Venture | N/a | 2013 | Denise Beal | Po Box 52298 |  | Durham | Nc
30507228 | Joseph P Spor Jr Memorial Fund | N/a | 2013 | Colleen Spor | 7 Lakeside Drive |  | Yorktown Hgts | Ny
30515437 | Everglades Forever Partnership Inc | N/a | 2013 | Richard M Johnston | 5730 Corporate Way | Room/suite 214 | West Palm Beach | Fl
30555481 | Martin Interagency Network For Disasters Inc | N/a | 2014 | Steve Swindler | 1000 Se Monterey Commons Blvd No | 101 | Stuart | Fl
30564031 | Unto The Lord Ministry And Outreach C/o Milton Roberson Sr | N/a | 2014 | Milton B Roberson Sr | 1630 Brentwood Drive |  | Corpus Christi | Tx
30574956 | Ahavas Yisroel | None | 2014 | Yaron Ahisar | 1470 East 19 Street |  | Brooklyn | Ny
30596467 | Denise Perry Sarracco Fund | N/a | 2012 | Leslye Perry President | 27 Linwood Road South |  | Port Washington | Ny
41032827 | Master Wardens & Members Of The John T Heard Lodge | N/a | 2012 | William Clapp | 86 North Ridge Road |  | Ipswich | Ma
41782770 | Rockport Lodge Inc | N/a | 2008 | Mary K O\'rourke | 302 Essex Avenue |  | Gloucester | Ma
42077775 | Polish American Veterans Of Wilbraham Inc | N/a | 2013 | Walter Nowak | 1124 Berkshire Avenue |  | Indian Orchard | Ma
42103757 | Christ Child Society Of Greater Boston Inc Co N Barsamiankoundakjian & Co | N/a | 2009 | Nancy Barsamian | 9 Meriam St Suite 2 |  | Lexington | Ma
42260253 | Northfield Associates Inc | N/a | 2014 | Tracy Grady | Po Box 156 |  | Lunenburg | Ma
42349268 | 439 Blet | N/a | 2011 | Laurence J Micol | 53 Plantation St |  | Worcester | Ma
42397971 | Country Roads Inc C/o James Mellowes | None | 2013 | James Mellowes | 63 South St Suite 280 |  | Hopkinton | Ma
42607982 | Cobbetts Pond Improvement Assn Inc | N/a | 2011 | John Pallaria | Po Box 912 |  | Windham | Nh
42623878 | Kitty Haven Inc | N/a | 2013 | Cynthia Goldman | Po Box 541522 |  | Waltham | Ma
42629468 | Massachusetts Allergy & Asthma Society Inc C/o Dr Jordan Scott | N/a | 2013 | Jordan E Scott Md | 80 Erdman Way No 315 |  | Leominster | Ma
42632523 | Kalevaiset Civic Association | N/a | 2014 | James Fraser | Po Box 620 |  | Maynard | Ma
42633748 | Survival Education Fund Inc | N/a | 2011 | Anthony Palomba | 40 Oakley Road |  | Watertown | Ma
42656663 | Friends Of Natick Senior Center Inc | N/a | 2012 | Jerry Pierce | 117 East Central Street |  | Natick | Ma
42657976 | Dorchester Gardenlands Preserve And Development Corporation | N/a | 2014 | Joe Ureneck | 2 Marlowe Street |  | Dorchester | Ma
42671366 | Friends Of Rehoboths Elderly Inc | Na | 2011 | Jv Moriarty | Po Box 228 |  | Rehoboth | Ma
42686236 | Garden Club Of Buzzards Bay Inc | N/a | 2013 | Winifred S Phyfe | Po Box 80235 |  | Dartmouth | Ma
42711924 | Massachusetts Healthcare Human Resources Association | N/a | 2014 | Diane Bono | 17 Robin Road |  | Milford | Ma
42718184 | Marion Social Club Inc | N/a | 2013 | Joseph E Perry | 44 Pumping Station Road Po Box 763 |  | Marion | Ma
42724575 | Amer Fed St Cnty Mun Emp Glou 687 C/o Shirley W Hendrickson | N/a | 2014 | Shirley W Hendrickson | 28 Taylor Street |  | Gloucester | Ma
42730233 | Underground Railway Puppets & Actors Inc | N/a | 2013 | Downing Cless | 450 Massachusetts Avenue |  | Cambridge | Ma
42748213 | Friends Of The Winchester Public Library Inc | N/a | 2012 | Karen Martin | 80 Washington Street |  | Winchester | Ma
42759601 | The Friends Of The Melrose Public Library Inc | N/a | 2014 | Christina Gagliano | 69 West Emerson St |  | Melrose | Ma
42790763 | Community Law Center Inc | N/a | 2012 | Isabel C Lima | 122 Boylston Street |  | Jamaica Plain | Ma
42878431 | Agricultural Land Management Company Inc | N/a | 2013 | Carleton E Chandler | Main St Po Box 5 |  | Marshfield | Ma
42930542 | Peaked Hill Trust Inc | N/a | 2011 | Dr Carole Carlson | Po Box 1705 |  | Provincetown | Ma
42937255 | Lynn Business Education Foundation | N/a | 2011 | Fred Cole | 179 Union Street |  | Lynn | Ma
43013745 | Lions International Lions Club Of Danvers Mass Inc | N/a | 2011 | Tony Heath | Po Box 81 |  | Danvers | Ma
43025555 | The Lucien Aigner Museum Incorpora C/o Steven Aigner | N/a | 2014 | Steven Aigner | 215 S Ocean Grande Drive Unit 206 | Room/suite 206 | Ponte Vedra Beach | Fl
43050949 | Aaron Clark Memorial Cemetery Association | N/a | 2014 | Phillip Maddern | C/o Cs Mclellan 59 Lovers Lane |  | Greenfield | Ma
43056694 | Ayer-shirley Parent Teacher Organization | None | 2013 | Andrew Olden | C/o Andrew R Olden Pc 39 Main St | Room/suite 301 | Ayer | Ma
43079350 | Friends Of The Truro Council On Aging Inc | N/a | 2014 | Girard F Smith | Po Box 1011 |  | Truro | Ma
43101901 | Friends Of Lynnfield Sr Citizens Inc | N/a | 2013 | Linda Altieri | 525 Salem Street |  | Lynnfield | Ma
43105406 | Immunology Research Institute Of New England Inc | N/a | 2013 | Lawrence M Dubuske | 358 Elm Street |  | Gardner | Ma
43138153 | Fair 94 Inc | N/a | 2014 | Joseph M Collins | Po Box 4001 |  | Attleboro | Ma
43164739 | Natick High School Boosters Club Inc | N/a | 2013 | Patricia Tierney | 15 West Street |  | Natick | Ma
43174770 | The Children\'s Welfare Foundation Inc Goulston & Storrs Pc | N/a | 2008 | J Robert Casey Esq | 400 Atlantic Avenue |  | Boston | Ma
43176102 | Davis Thayer Parent Communications Council Inc | N/a | 2013 | Lisa Daley | 137 West Central Street |  | Franklin | Ma
43217876 | Berkshire Applied Technology Council Inc | N/a | 2012 | Curt King | Bcc 1350 West Street |  | Pittsfield | Ma
43241972 | Friends Of The Millicent Library Inc | N/a | 2013 | Martha A Berg | 45 Center Street |  | Fairhaven | Ma
43304658 | Methuen Police And Firefighter Retirees Inc | N/a | 2011 | Stephen Devan | 90 Hampshire Street |  | Methuen | Ma
43334582 | Lincoln Sudbury Senior Safe Night Inc | N/a | 2013 | Carolyn M Luchese President | 390 Lincoln Road |  | Sudbury | Ma
43349159 | The Friends Of Danvers Recreation Inc | N/a | 2013 | Anthony Turco | 1 Sylvan Street |  | Danvers | Ma
43367169 | Mount Holly Community Association Inc Attn Lisa Kelley | N/a | 2014 | Lisa Kelley | Po Box 93 |  | Belmont | Vt
43389040 | Heritage Radio Society | N/a | 2014 | Gary D King | 219 Cousins Street |  | Yarmouth | Me
43391250 | The Institute For Community Business & The New Hampshire Economy | N/a | 2013 | Jim Roche | 122 North Main Street |  | Concord | Nh
43393214 | Dance Inn Productions Inc | N/a | 2013 | Eva Victor Lessin | 1403 Massachusetts Ave |  | Lexington | Ma
43424189 | Speaker Thomas P O\'neill Jr Memorial Foundation Inc | N/a | 2007 | Thomas P O\'neill Iii | 31 New Chardon Street |  | Boston | Ma
43464653 | Paul Mcgrath Memorial Fund | N/a | 2014 | Roger J Cyr Jr Cpa | C/o Roger J Cyr Jr Cpa Po Box 89 |  | Madison | Nh
43479056 | Lavana Productions Inc | N/a | 2014 | Linda Olstein | 85 Orchard Street |  | Somerville | Ma
43496239 | North Central Pathway Inc | N/a | 2011 | Ludger Robichaud | 135 Gardner Road |  | Winchendon | Ma
43499656 | Massachusetts Flute Choir Inc | N/a | 2011 | Danielle Boudrot | 3 Lowell Street |  | Lexington | Ma
43510953 | The Teaberry Knoll Academy Of Therapeutic Riding Inc | None | 2010 | Roberta Delrosso | 201 Miller Street |  | Seekonk | Ma
43536532 | South Middlesex Foundation Inc | N/a | 2014 | Kirsteen Leveillee | 750 Winter Street |  | Framingham | Ma
43540704 | D\'ventures Unlimited Foundation Inc | N/a | 2010 | Darryl S Settles | 52 Hood Street |  | Newton | Ma
43564947 | Ashland Uniformed Firefighters Local 1893 | N/a | 2012 | David Iarrussi | 70 Cedar Street |  | Ashland | Ma
43567436 | The Rich Keshian Memorial Fund Inc | N/a | 2014 | Richard Keshian | 93 Falmouth Road West |  | Arlington | Ma
43573114 | Sutton Middle School Pto | N/a | 2012 | Jane Backholm | Po Box 387 |  | Sutton | Ma
43599274 | Foundation For Growth And Endocrinology Inc | N/a | 2013 | David Kleinberg | C/o Dkleinberg 200 East End Ave No | 4c | New York | Ny
43648762 | Lewiston Area Youth Cheering League | N/a | 2013 | Stephanie Richardson | 56 Alder Rd |  | Turner | Me
43658741 | We Care Community Enrichment Corporation | Under Comstruction | 2012 | Wayne Clark | 913 E Hyde Park Bl Ste 3 |  | Inglewood | Ca
43709131 | Parks Foundation Of Franklin Park | N/a | 2014 | Susan Eo\'connell | 205 Wrandolph Street Suite 1645 |  | Chicago | Il
43724955 | Firemans Relief Association Of The Borough Of Cressona | N/a | 2013 | Joseph Oliver | 59 South Second Street |  | Cressona | Pa
43806565 | Caldwell Food Bank Inc | None | 2014 | Connie Cink President | 117 S Main Po Box 44 |  | Caldwell | Ks
43837630 | Desoto County Master Gardners Assoc | N/a | 2014 | John Ruffin Borden Jr | 3260 Hwy 51 S |  | Hernando | Ms
46001355 | Westborough Police Superior Officers Union | N/a | 2010 | Glenn Mcleod | Po Box 472 |  | Westborough | Ma
46003724 | Pollock Foundation Inc | N/a | 2009 | Donald J Pollock | P O Box 720 |  | Brookline | Ma
46034609 | M Florence Small Trust Co Ley & Young Pc | N/a | 2014 | Sarah Chase | 115 Broad Street 4th Floor |  | Boston | Ma
46113485 | Federal Street Cemetery Association | Na | 2013 | Charles Dougherty | 10 Sanderson St |  | Greenfield | Ma
46119713 | American Federation Of Labor And Congress Of Industrial Orgs | Norfolklabor | 2014 | James Howard | 222 Forbes Rd Ste 208 |  | Braintree | Ma
46137753 | International Association Of Lions Clubs | Dingaling01 | 2013 | Francis R Gendreau | 1134 King Philip Street |  | Raynham | Ma
46190028 | Victor R Quaranta Post #397 The American Legion Dept Of Mass | N/a | 2014 | Frederick Russell | Po Box 670 |  | Shrewsbury | Ma
46871137 | Christopher L Maki Scholarship Fund | N/a | 2014 | Mary Jane Maki | 32 Sargent Street |  | North Woodstock | Nh
50394401 | Music On The Hill Inc | X | 2012 | Nick Butziger | Po Box 633 |  | East Greenwich | Ri
50507957 | Confrerie De La Chaine Des Rotisseurs Bailliage Des Ri | N/a | 2014 | Paul Damiano | Po Box 20630 |  | Cranston | Ri
50521038 | World War Ii Memorial Commission Of Ri C/o Raymond Benkosky Treasurer | N/a | 2014 | Mg Reginald A Centracchio | 43 Canonchet Drive |  | Portsmouth | Ri
50521878 | Greenwood Lions Club Foundation | N/a | 2013 | John Steele | 112 Village Road |  | Greenwood | Sc
50525072 | Sierra Leone Relief | N/a | 2014 | Jana Leys | 1400 Mija Lane |  | Seabrook | Tx
50537985 | The Eleanor Roosevelt Conference Committee Inc | N/a | 2013 | Judith Hope | Po Box 20293 Greeley Sqstation |  | New York | Ny
50540449 | Community Connection Inc | N/a | 2014 | Evelyn Parkes | 420 Clematis St Floor 2 |  | West Palm Beach | Fl
50552958 | Sunset Heights Elementary School Pto | N/a | 2011 | Catherine Perault | 15 Osgood Rd |  | Nashua | Nh
50608746 | Mississippi Immigrants Community Development Corporation | N/a | 2014 | Rosemary R Barbour | 5250 Galaxie Dr |  | Jackson | Ms
50618757 | Ringwood Emergency Management Auxiliary Inc | N/a | 2014 | Patrick Murray | Po Box 90 |  | Ringwood | Nj
56013494 | Quota Club International Inc | Mary A Clarke | 2013 | Natalia Andrade | 194 Centre Street |  | Rumford | Ri
56020543 | Arabic Educational Foundation | N/a | 2014 | Ann Scherza | Po Box 312 |  | North Scituate | Ri
61025234 | Friends Of Perception Programs Inc | N/a | 2012 | Carolyn Russo | P O Box 407 |  | Willimantic | Ct
61284793 | Agabur Foundation Inc C/o Gerhard Austin | N/a | 2008 | Gerhard Austin | 9 Eastwood Road |  | Storrs | Ct
61333889 | Technology For Connecticut Inc | N/a | 2013 | Stephen Mackenzie | 125 Eugene Oneil Drive | Room/suite 309 | New London | Ct
61393068 | Duluth Metropolitan Area Non-prof Local 3558 | N/a | 2014 | Michelle Fremling | 211 West 2nd Street No 205 |  | Duluth | Mn
61398129 | Auxiliary Of The Jewish Home For The Agedinc | N/a | 2013 | Enid Scheps | 11 River Walk |  | Branford | Ct
61414798 | Falcon Music Boosters Inc | N/a | 2013 | Larry Grundy | 101 Groton Long Point Road |  | Groton | Ct
61445199 | Norwalk Association Of School Administrators Inc | N/a | 2013 | Suzanne Koroshetz | 125 East Avenue |  | Norwalk | Ct
61475510 | The Rhode Island Foundation For Children | N/a | 2013 | Denise Hubbard Vice President | 43 Creston Way |  | Warwick | Ri
61482336 | The West Haven Economic Development Corp C/o James S Jerrell President | N/a | 2013 | James S Jerrell | 99 Smith Street |  | West Haven | Ct
61516567 | Friends Of The Goshen Public Library And Historical Society Inc | N/a | 2014 | Laura Engle | 203 Main St |  | Goshen | Ny
61522814 | West Pt Support Staff Association | Na | 2013 | Lisa Starke | Po Box 41035 |  | Fayetteville | Nc
61524372 | New England Retina Research & Educational Foundation Inc | N/a | 2014 | Peter E Liggett | 2200 Whitney Avenue No 300 |  | Hamden | Ct
61574542 | Groton Parks Foundation Inc | N/a | 2013 | John Silsby | C/o Eric Janney 12 Roosevelt Ave |  | Mystic | Ct
61646475 | Northstars Baseball Inc | N/a | 2011 | J Mark Rodgers | Po Box 2612 |  | Palm City | Fl
61650254 | Rotary Club Of Omaha-millard Nebraska Foundation | N/a | 2013 | Dave Endress | 16924 Frances Street C/o Dave Bruce | No 210 | Omaha | Ne
61752768 | Marine Corps League Cpl G Salcedo Detachment 1204 | N/a | 2013 | Steve Schavez | Po Box 1918 |  | Benson | Az
61754658 | Latorra-larsen Medical Foundation Inc | N/a | 2014 | Dr Albert J Latorra | 2800 North Flagler Drive Suite 805 |  | West Palm Beach | Fl
100004470 | Glaucoma Institute Of Beverly Hills Research Foundation Inc | None | 2014 | Michael S Berlin | 8733 Beverly Blvd |  | Los Angeles | Ca
111574012 | Veterans Of Foreign Wars Department Of New York | N/a | 2014 | Kevin Mcmahon | Po Box 1314 |  | Southampton | Ny
111667626 | School Art League Of New York | N/a | 2013 | Sharon Dunn | 291 Argyle Road |  | Brookln | Ny
111982068 | Madonna Residence Inc C/o Carmelite Sisters For The Aged & Inf | N/a | 2014 | Sr Anthony Delourdes Veilleux | 600 Woods Road |  | Germantown | Ny
112423630 | Carl Fenichel Real Properties Inc | N/a | 2013 | Edward Spauster | 483 Clermont Avenue |  | Brooklyn | Ny
112425032 | North Brooklyn Mobile Meals Inc | N/a | 2011 | Laraine Fellegara | 277 North Avenue Suite 201 |  | New Rochelle | Ny
112498939 | Friends Of The Bay Shore - Brightwaters Pub Lib | Friendsofthebayshore-brightwaterspubli | 2013 | Michael Squillante | One South Country Road |  | Brightwaters | Ny
112544550 | Flowers With Care Of The Diocese Of Brooklyn Inc | N/a | 2013 | Most Rev Joseph M Sullivan | 191 Joralemon Street |  | Brooklyn | Ny
112600429 | Knights Of Columbus 5872 Msgr F J Dillon Council | N/a | 2012 | Edward Weisenberger | Po Box 570092 |  | Whitestone | Ny
112622814 | Stony Brook Foundation Realty Inc | N/a | 2009 | Carry F Staller | 230 Administration |  | Stony Brook | Ny
112644262 | React International Inc | N/a | 2010 | Fred Form | 2950 Hempstead Turnpike-203 |  | Levittown | Ny
112650375 | Chapin Foundation | N/a | 2010 | Janet M Unger | 165-01 Chapin Parkway |  | Jamaica | Ny
112714267 | Charosa Foundation Corporation | N/a | 2014 |  | Po Box 110279 |  | Jamaica | Ny
112768267 | Ucp Bayview Nursing Home C/o Ucp Association Of Nassau County | N/a | 2014 | Robert Mcguire | 380 Washington Avenue |  | Roosevelt | Ny
112813535 | Allied Health Foundation Of Queens Inc | N/a | 2013 | Mounir F Doss | 4500 Parsons Blvd |  | Flushing | Ny
113013310 | Fraternal Order Of Police Kings Cty Ny Law Enforcement Lodge 38 | N/a | 2014 | Michael Nied | Po Box 02-1501 |  | Brooklyn | Ny
113132523 | Nassau Cerebral Palsy Association Inc | N/a | 2014 | Robert Mcguire | 380 Washington Avenue |  | Roosevelt | Ny
113134256 | Nassau Cerebral Palsy Guardianship Corp | N/a | 2014 | Robert Mcguire | 380 Washington Avenue |  | Roosevelt | Ny
113207262 | North American Friends Of Amcha-israel Inc | N/a | 2014 | Robert Kuchner | C/o Marks Paneth 685 Third Ave |  | New York | Ny
113240160 | New York Osteopathic Orthopedic Residents Foundation Inc | N/a | 2014 | Norman Sveilich | 149-30 88th Street |  | Howard Beach | Ny
113308267 | Lawrence Educational Foundation Inc | N/a | 2013 | Angela Eisert | Po Box 477 |  | Lawrence | Ny
113314414 | Caribbean American Chamber Of Commerce And Industry Educational Foundation | N/a | 2013 | Eda F Hastick | 212 Rutland Rd |  | Brooklyn | Ny
113381237 | Learning Tree Multi-cultural School | N/a | 2014 | Nicole Bailey | 10302 Northern Blvd |  | Corona | Ny
113422427 | Apartment House Council Of Nassau County Inc | N/a | 2014 | Richard Rush | C/o Rush Properties One Barstow | Road No P3 | Great Neck | Ny
113441170 | Antioch Development Corporation | X | 2014 | John Mcallister | 828 Greene Ave |  | Brooklyn | Ny
113460345 | Cp Foundation Of Nassau Inc | N/a | 2014 | Robert Mcguire | 380 Washington Avenue |  | Roosevelt | Ny
113480929 | Affordable Housing Development Fund Corp C/o Vincent L Riso | N/a | 2014 | Vincent L Riso | 36-35 Bell Boulevard |  | Bayside | Ny
113629754 | Community Spirit Fund Inc C/o William Greulich | None | 2014 | William Greulich | 17 Revere Drive West |  | Floral Park | Ny
113629891 | Father Al\'s Mission For Children In Sri Lanka Inc | N/a | 2014 | Father Aloyusius Pakianther | 1309 Wantagh Avenue |  | Wantagh | Ny
113634972 | Yad Menachem Letinok Inc C/o Schechter | None | 2014 | Aaron Schechter | 44 Bennett Avenue | Room/suite 4i | New York | Ny
113662874 | Hilton Head Plantation Conservancy Foundation | N/a | 2014 | Todd Lindstrom | Po Box 21430 |  | Hilton Head Island | Sc
113671164 | Community Health Alliance | N/a | 2010 | Michael Matthews | 2201 West Broad St No 202 |  | Richmond | Va
113672728 | Peninsula Housing Development Xvii | N/a | 2008 | Guarione M Diaz | 1223 Sw 4th Street Suite 202 No 202 |  | Miami | Fl
113732244 | Prairie View Interscholastic League Coaches Association | N/a | 2014 | Robert Brown | 4219 Roseneath Dr |  | Houston | Tx
113743751 | Mecklenburg County Medical Society Foundation Inc | N/a | 2012 | Sandra Buchanan | 1112 Harding Place No 200 |  | Charlotte | Nc
113746822 | Ford Cemetery Committee | N/a | 2014 | Marilee Williams | Po Box 116 |  | Ford | Ks
113774792 | The Rumble Foundation Inc | N/a | 2011 | Dave Brown | 5528 Barnsley Terrace |  | Glen Allen | Va
113775391 | Sky Pines Mutual Water Association Inc | N/a | 2014 | Albert Arendell | 14685 Sky Pines Road |  | Grass Valley | Ca
113777036 | Nj Soa Civic Association Inc | N/a | 2014 | Louis Hall | 702 Wayne Avenue |  | Vineland | Nj
113819335 | Mt Olympus Senior Center Advisor Council | N/a | 2014 | Louise Lewandowski | 1635 Murray Holladay Rd |  | Salt Lake City | Ut
116006287 | Cong Ezras Achim Anskel Widze | N/a | 2014 | Stephen Udell | 400 South Ocean Blvd |  | Boca Raton | Fl
116078702 | University Of Pennsylvania Club Of Long Island Inc | N/a | 2013 | Ilene Karp-michaels | C/o Jay Kaplan 20 Marian Lane |  | Jericho | Ny
131737747 | Woman\'s Club Of New Rochelle Inc | N/a | 2013 | Mary Jane Reddington | 56 Wykagyl Terrace |  | New Rochelle | Ny
131770269 | Central Yiddish Culture Organizatio | N/a | 2014 | Barnett Zumoff | 5102 21st Street | Room/suite 7-a-2 | Long Island City | Ny
131863337 | Festival Foundation Inc | N/a | 2010 | Nigel Redden | 14 George St |  | Charleston | Sc
